X,y,z
-5669.373288736373,7448.914308706022,-31900.766738133712
15515.96759723431,7405.087648309709,31742.822932100844
-8511.807221090814,96049.20869492713,-217628.27944496903
-20260.955677354592,-89791.61942093354,118805.58184545136
-85218.26723023715,62844.785154994024,-381338.4073363851
-79511.93751136339,-66367.6540146842,-105795.28567255152
-71688.60972034368,84560.31569844321,-384180.8156703819
38389.62296431881,-82241.4550726211,279657.73551830184
47663.622109694494,-65670.06217792419,274336.95810113585
44683.773002367845,-79174.93113345382,292407.00857609685
17854.626306736158,40354.97261729336,-27140.259635767496
-3372.1619421733194,-19846.49737070201,29581.762502104993
-25153.1097903637,96714.32386999618,-268882.49301793776
-21224.79060951766,72354.71658315873,-208378.68448080996
45142.40094310508,93248.6232059687,-51064.680596170794
-42431.22667691257,82631.25276025114,-292550.6351530975
99381.89598284164,32657.736973413645,232836.1953549439
17029.34008231225,-59797.3524671521,170688.1428035976
60352.49357559459,57307.98302101466,66447.11795067765
-67094.48442043857,91492.55045001928,-384262.6933135134
70692.67431285989,48366.48681430629,115350.09693379054
50335.59981678048,-63065.48402061703,277143.48164754297
-26986.130596995485,-85649.79101790625,90346.45968396367
-35488.98134345728,21402.271706541913,-149265.94678349482
2320.4323056609283,-74858.52304120827,156683.77100811712
-97045.30356894729,17728.82770902982,-326588.0854263471
84348.69142258409,-48465.537817487195,349982.1887291627
-32957.426520715875,-99121.38730213694,99375.67129029328
-4724.27160512055,62609.513870978175,-139386.73585729307
-1021.1081222537614,21994.824367230147,-47047.734985988354
13538.652976202575,-31228.123407006206,103078.00096757498
-52521.39333200863,34185.32070587404,-225929.34589256239
-11332.502441737932,55782.597831855644,-145557.43861880628
23856.63328158576,-21159.969665233657,113894.85174980918
35706.297634350776,-10433.903870959839,127992.46865199356
-59450.75928532062,-37525.72087098618,-103295.45718250406
-9196.796850861545,99572.77314267619,-226730.30976963157
92274.86822001243,89061.32685560794,98707.16439627306
67223.95526983507,76598.61171564154,48480.2237831155
-99587.64618339697,12919.304451950971,-324596.4684802297
-79933.89953539018,-36237.79593399636,-167320.395673615
-62829.157839142754,19514.639182000334,-227511.10791401737
-22511.58744138824,49077.956348573294,-165685.43205762914
27914.55673412615,56365.395637680485,-28981.34042379904
-47272.16836474448,26448.766032267376,-194708.80072030888
35856.31023796732,-90208.40503639536,287991.0294697516
45470.62564496137,32299.821544050385,71817.76426760183
54514.45955297537,80134.09694466038,3280.747874458828
-49873.801876787606,43301.75594740792,-236219.21371689002
-8837.497719884355,-61806.80653867579,97106.75459141294
26948.97627654078,-16704.646213372267,114262.0839282607
-20917.3231732134,-91328.61104069532,119911.16657722024
22202.854628136032,-72977.36732884662,212568.43758197478
-92340.24827885683,-82766.38107255023,-111482.89335361331
-18815.240524132998,45197.74934828823,-146835.97911353005
-9778.725634750503,37764.87609153468,-104859.9346512033
2449.0863763710076,-17928.270599422074,43209.24801219713
-78985.61150220185,46532.149035285314,-330015.5945763756
-41874.64224594754,-81530.45615755858,37442.53193622777
-92527.80050304042,61925.31765051902,-401428.9592704216
-85810.1722220468,89453.60013805499,-436332.658753069
-78580.28603454612,6186.316028071204,-248108.32856198022
58924.91617962884,74575.23663041388,27629.639066984077
37429.68436089679,97203.97694345607,-82113.00154372268
21232.21094601153,53076.55908493546,-42451.338079598274
33097.27891659603,-87229.40587647737,273756.35923396674
56153.871735825756,61235.647048138315,45996.1400859167
-66153.04372177587,-74844.88883791138,-48763.871879693834
76661.61498791593,45571.15715076288,138848.0984359884
96379.36022689869,-18883.856848309268,326911.6609856006
-29302.033395595718,54220.29090621372,-196341.60061251975
24768.779017777008,25444.601752059287,23423.13174457648
-88923.07863749508,-99220.99682384732,-68321.36331979715
-86831.49943321485,4194.999525803374,-268879.107354008
96179.83894050671,44576.97002530386,199390.8775047316
-99850.02038459998,-45216.3283199255,-209111.53379148233
5159.124859248521,33427.087975457194,-51371.190048767596
32118.740838083497,-97214.65349070111,290790.9282952423
36888.63765852651,7517.579723172879,95636.17493606333
-63931.10388261549,63590.16226201231,-318968.2001610211
19743.555208256643,30200.41797119954,-1164.9557610346112
-94829.75846695938,57604.883739963,-399693.08325838466
